namespace,node,replicaset,owner_kind,instance_type,pods_count
metrics,ip-172-16-60-225.ec2.internal,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto,Deployment,c7g.2xlarge,1
metrics,ip-172-16-60-225.ec2.internal,otel-o11y-system-metrics-janus-opentelemetry-collector,Deployment,c7g.2xlarge,1
metrics,ip-172-16-60-225.ec2.internal,otel-o11y-system-metrics-merchant-journey-opentelemetry-collect,Deployment,c7g.2xlarge,1
metrics,ip-172-16-60-55.ec2.internal,otel-o11y-system-metrics-janus-balancer-delta-acm-opentelemetry,Deployment,r7g.2xlarge,1
metrics,ip-172-16-60-55.ec2.internal,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto,Deployment,r7g.2xlarge,1
metrics,ip-172-16-60-55.ec2.internal,otel-o11y-system-metrics-shopper-journey-opentelemetry-collecto,Deployment,r7g.2xlarge,1
metrics,ip-172-16-61-146.ec2.internal,otel-o11y-system-metrics-developer-journey-opentelemetry-collec,Deployment,r7g.2xlarge,1
metrics,ip-172-16-61-146.ec2.internal,otel-o11y-system-metrics-janus-balancer-delta-acm-opentelemetry,Deployment,r7g.2xlarge,1
metrics,ip-172-16-61-146.ec2.internal,otel-o11y-system-metrics-janus-opentelemetry-collector,Deployment,r7g.2xlarge,1
metrics,ip-172-16-62-165.ec2.internal,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto,Deployment,c7g.2xlarge,2
metrics,ip-172-16-62-165.ec2.internal,otel-o11y-system-metrics-janus-opentelemetry-collector,Deployment,c7g.2xlarge,1
metrics,ip-172-16-62-165.ec2.internal,otel-o11y-system-metrics-tech-infra-opentelemetry-collector,Deployment,c7g.2xlarge,1
metrics,ip-172-16-62-176.ec2.internal,otel-o11y-business-metrics-opentelemetry-collector,Deployment,r7g.2xlarge,1
metrics,ip-172-16-62-176.ec2.internal,otel-o11y-system-metrics-default-opentelemetry-collector,Deployment,r7g.2xlarge,1
metrics,ip-172-16-62-176.ec2.internal,otel-o11y-system-metrics-developer-journey-opentelemetry-collec,Deployment,r7g.2xlarge,1
metrics,ip-172-16-62-176.ec2.internal,otel-o11y-system-metrics-janus-balancer-delta-acm-opentelemetry,Deployment,r7g.2xlarge,1
metrics,ip-172-16-62-176.ec2.internal,otel-o11y-system-metrics-tech-infra-opentelemetry-collector,Deployment,r7g.2xlarge,1
metrics,ip-172-16-62-240.ec2.internal,otel-o11y-business-metrics-opentelemetry-collector,Deployment,r7g.2xlarge,1
metrics,ip-172-16-62-240.ec2.internal,otel-o11y-system-metrics-janus-balancer-delta-acm-opentelemetry,Deployment,r7g.2xlarge,1
metrics,ip-172-16-62-240.ec2.internal,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto,Deployment,r7g.2xlarge,1
metrics,ip-172-16-63-65.ec2.internal,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto,Deployment,c7g.2xlarge,2
metrics,ip-172-16-63-65.ec2.internal,otel-o11y-system-metrics-merchant-journey-opentelemetry-collect,Deployment,c7g.2xlarge,1
metrics,ip-172-16-63-65.ec2.internal,otel-o11y-system-metrics-shopper-journey-opentelemetry-collecto,Deployment,c7g.2xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-b2b-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-checkout-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-marketplace-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-orders-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-ori-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-pricing-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-smartlink-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-solr-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-catalog-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-integrations-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-offer-status-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-storage-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-traffic-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-33-36.ec2.internal,prometheus-o11y-ob3-prd-ti-o11y-eks-use1-ob3-server,StatefulSet,r6g.12xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-billing-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-connections-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-identity-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-logistics-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-payments-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus-o11y-ob3-eks-o11y-ec2-sp-server,StatefulSet,r6g.4xlarge,1
o11y-helpers,ip-172-16-215-135.ec2.internal,samplers-hub-api,Deployment,c6g.8xlarge,2
o11y-helpers,ip-172-16-242-174.ec2.internal,samplers-hub-api,Deployment,c6a.2xlarge,1
o11y-platform,ip-172-16-215-135.ec2.internal,o11y-platform-read-api-stable,Deployment,c6g.8xlarge,5
oauth2-proxy,ip-172-16-242-174.ec2.internal,oauth2-proxy-vtex-com,Deployment,c6a.2xlarge,1
oauth2-proxy,ip-172-16-242-174.ec2.internal,oauth2-proxy-vtex-systems,Deployment,c6a.2xlarge,1
oauth2-proxy,ip-172-16-32-112.ec2.internal,oauth2-proxy-vtex-com,Deployment,c6a.2xlarge,1
oauth2-proxy,ip-172-16-32-112.ec2.internal,oauth2-proxy-vtex-systems,Deployment,c6a.2xlarge,1
prometheus-exporters,ip-172-16-21-161.ec2.internal,ds-10-grouping-cluster1,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-21-161.ec2.internal,ds-10-grouping-cluster3,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-21-161.ec2.internal,ds-10-grouping-cluster7,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-21-161.ec2.internal,ds-10-grouping-cluster8,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-21-161.ec2.internal,is-intelligent-search-v8-06,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-21-161.ec2.internal,o11y-logging,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,ds-10-grouping-cluster2,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,ds-10-grouping-cluster5,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,ds-10-grouping-cluster6,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,ds-10-logistics5,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,is-intelligent-search-v8-02,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,is-intelligent-search-v8-04,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,is-intelligent-search-v8-staging,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,o11y-techinfra-logging,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,ds-10-grouping-cluster4,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,ds-10-grouping-cluster9,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,is-intelligent-search-v8-01,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,is-intelligent-search-v8-03,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,is-intelligent-search-v8-05,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,logistics-shipping,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,logistics-shipping-rates,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,logistics-shipping-rates-03,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,o11y-developer-logging,Deployment,r6g.4xlarge,1
pyroscope,ip-172-16-230-51.ec2.internal,pyroscope-o11y-beta,Deployment,r7g.2xlarge,1
samplers-hub-api,ip-172-16-215-135.ec2.internal,samplers-hub-api,Deployment,c6g.8xlarge,3
signoz,ip-172-16-16-126.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-214-155.ec2.internal,o11y-signoz-otel-collector,Deployment,c6a.8xlarge,1
signoz,ip-172-16-219-200.ec2.internal,o11y-signoz-frontend,Deployment,c6g.8xlarge,1
signoz,ip-172-16-23-100.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-230-128.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-235-116.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-238-142.ec2.internal,o11y-signoz-frontend,Deployment,c6a.8xlarge,1
signoz,ip-172-16-238-142.ec2.internal,o11y-signoz-query-service,StatefulSet,c6a.8xlarge,1
signoz,ip-172-16-243-162.ec2.internal,o11y-signoz-otel-collector,Deployment,c6a.8xlarge,1
signoz,ip-172-16-243-242.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-245-153.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-245-185.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-245-203.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-248-12.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-25-175.ec2.internal,o11y-signoz-frontend,Deployment,a1.2xlarge,1
signoz,ip-172-16-25-175.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-31-124.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-32-98.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-33-36.ec2.internal,o11y-signoz-otel-collector,Deployment,r6g.12xlarge,1
signoz,ip-172-16-33-36.ec2.internal,o11y-signoz-otel-collector-metrics,Deployment,r6g.12xlarge,1
signoz,ip-172-16-46-208.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-55-66.ec2.internal,o11y-signoz-otel-collector,Deployment,c6a.8xlarge,1
signoz,ip-172-16-61-214.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
signoz,ip-172-16-63-113.ec2.internal,o11y-signoz-otel-collector,Deployment,a1.2xlarge,1
slo-framework,ip-172-16-212-93.ec2.internal,slo-generator,Deployment,c6g.8xlarge,10
slos,ip-172-16-212-93.ec2.internal,00e646e8a07d3f153551c1e926aecd56ef3f1dcbeeb81bd8fba,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,042ad8bd5d5be8065f03073ecdf73ae2220045a9d2a68a385b2,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,07e177a555511f7cda2cf4b82753b97cda651e858ca5d0a2645,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,097e92eced300c3415eaed467b56ce94906e850f7607eb1c2b7,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,0a94b2bc07895ef089212e76f6384927e4f531ab8cbf279c165,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,0c49dca44938ff15cd6e5abefff670be22b434ab1cce3dd27f9,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,0f0d1175f1a828658e8dd1a0082d23c9c6135a530be0df8f720,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,1115f2af31ec8cabf44b44698b76ec2a34817193117d86ce4a7,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,115eeaa47ef2db8bfba6384ce86866c122bf4c28dd9f007ee7d,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,116698e6653efb8d552461255d62f869fbbb7f09a50aba63e8f,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,153f90c39d132087ff65aaf08b4a75e9f00d0fbe255d6c98054,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,1567c20d9d95a7ecbb35d50edf2dd6e9be799138fbbe0dd9d17,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,15ca726fe2b74625b2e3c2cb4b6bb799bf13d49851b6711528f,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,184b9fc0fb11d150a1b2375126aeada14372f4aac01e5b14b93,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,1996a0be484d2f3491da6ce3298b142af9643458e4ef9238223,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,1a4e4641db763a578b38a90c1bf5329d18dd60679a72f7752dd,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,1c06e1ff3e1bfd841106b0da8a4147d84991dc6e1ff5fe1c231,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,1d88361c841a2d72aa0ee1fcfb7c024c0c21233b39f6318f6f6,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,1e64f79d9ce51140f5d74b04aa06b68e388bea5045b02934011,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2101b8b5c36c3189c5f0393226adf3c8c47c1016bbea5c3173b,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2147637229c9a854b54c9f6506c20aa6d7a6933e7b2f4cfb8fc,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,214f1261ab17841dad032318cfb16116cb7e4f292570c7195b4,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2350bf7fd12e0ddcf20b0e5e30e31c7b7518c1148691267dc52,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2354a7b7d7f87341ee53bed807ed18a16a9d684b0ec5b91c394,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2373f4c50fab73bd313b786b59700be41c9ddb84397075db85f,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,23ec4a999b80199e8dad07004ba7707e8b6478c24265c4270b7,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,245897beaa93b0232db19dbe8d7ea062e234e9cc106eb246e58,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,27203347c27dd6aa87343a16a52b0b6fec348710cb6a5331e54,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2d5e63e33e5cf06625c94c096bea0e080ee5894a5ecb7c3f9ae,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2e8c1f972dec02c8ad9b41768e6e9e5ea3a114ab0981c44aeda,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2f781160aa6d69726ddf967609acfdc2e4a111d3f2de47d8b81,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,2fcaa5c75c00091051dbee4efeecf5bb5055f6b421ac7c8a4d9,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,318b33b6afcb4cd1df03f594048e3cd05727e601d7243c8927e,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,3293994a333d0214c784b12b4567b083c295874181d2488700f,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,35096da017f362457c8ea90aa41bf67654db99f6c6fa458d136,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,371c39092a9fd79afa6c9a5f06bfc0902878c2fbecc9c9c4be6,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,388a9f24f2a1843f6829ab9311f9760b87e436e70b0b1698c8e,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,3c03ed7d2ab82194b72f04edd62dd8875188d0212b420407df2,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,3e3ab08edc4eb0985fe180a2a3d184e89bb318142cda97a3860,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,3f9e7b6f49212f0de772357e258dde0c9d148627dfbec274486,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,40e7f0623062e11bd3fc88dcb8476d6896b6d3739f32b0deecd,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,4276d49fb0b800864364890bf6d1afdb57b87c2d1570552c63d,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,45238c8c1965936a497a1dc3595da1b40be8b30ddedddba80e4,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,45814e0cd5a29c210bd1011d730acff2b65b3099d019191565e,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,45b9349aa1deafe338bcd2828f8d8275e286fa08e716c495b9a,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,45c33fc4a23d8b15533b47779f9b02b9b621202dcbe71360105,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,462397507ed396dc4a5152fda5a810574df7cac4cc80eb0cf57,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,473b5abe24caf1a38d93caca8c52b9ea74e90306a449da28928,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,47656dca79bd834e3b0d86c508c5b5e673149eac34440579414,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,4be23b1fc9be1eb89bd9310747802fef36d7d90959a561479bb,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,4d3d2799918bef6bdad318a2c08e5783233ffbc7c6e5495946b,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,4e9227df2ffea27ad399527d1a4518e4251c0f14cfd61704f92,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,4ef6e32faba11820c3df786e3cde72392f5bcf3ebd92a9ccb02,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,51da52549d37a9a466a429ad74dfa95637bd010f4cf3f2294f1,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,55010cb412e3d86288fc547652f7c261b71bc9d46f112c95e3f,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,554c238eb06ca7444e826ff28c0d4919b37ae1a9449c0a6cd69,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,555c7a11ac9114e1a21535c6afe9efd039795c569bb6eab28e8,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,559bf2c1b1d876ad4b084e1565c0128c10e01061f90d1c33f08,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,563bce016040df72046c50d3e948aff4df6216e37010ae6c2da,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5aa64929a6b0e352b7ba28d158190bcbe71e2bef57f65f67822,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5b608932bf0842a6a1f11f4cfe846d34b786476b3b933c96800,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5b76f43e29e154672df47081f1faf19505547f1688cffe3b410,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5cc76ada3ff7ba002f4f1f8ffc5c690fd0fde9710980b5f34c3,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5cd87aca3b192756f73a1c6585095176ecae5646b28dccb4ccb,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5d2373261d4272bc6cf09d61331650b45c7ee523fa387aed866,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5e10aa16cc630f2a9b7f9ce1a232c8bead9d622f729076f786b,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5f21f714940c076e10159f4b36e59e502bc71e506acb7391a3a,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,5f587617c6c90f948b4ad14407aaf14f6bd8653b8abaf83fe0c,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,602f1dc7e1dfc4f987b495483f3b9572dd9c89843d8a9f0be72,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,603ab943de62071241c659b8733288a45d7a4bdfa1ffed29d27,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6103260ae2138800bcafe3af062ddbcaaf208ca69c3d73da9a1,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,611efad5526344809a80c39893c2771831c7447af366e3fe326,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6135095f21cdc70ab9e23116fc940cb3b06349908adc56c8cac,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,631ff750ba5ee32a9a0ef93b4cc52e5f3d3c5395764808dfb41,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,648dce3e2f8a4d2ebe0e48f3cb6b462aaeb1f73c7a05382af31,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,66d885837fb8e80cf0dc17bfafd1ee873a7cf64210774e7b542,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,67f20a3aaa49575ae18e4471d9eca9a9a1a19a0c964595ba0ee,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6869221346204c7c985b048758ba81d7012c6180261ac78276e,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6876d574c41b04248c5925dcdf261140708a49d0f27122c4a18,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6af094845a9de12c26545915d757e3bb3135594aef09ee266ac,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6b20bc655864c3d48a81753b2ea58b1306e26dd508d4cceccc3,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6b93e77788353470799ee88799b67912864f7783b87c96ebda0,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6d12e67f99e8151509850c519602bbc148e7b068b5a9f18e2e8,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6d7fdfc706c401c95e5cb9dc4a8f0cceb525c39e32639fcedc9,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6daa1f551fb32ffe6a0cfc232602c13dde31aa9130edf8c2e0d,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6e77c1fd77ed8388b53228ad41cc6d1f90709fdf609cf512f91,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,6ea2292b85e50377136b3cc5d736a6cf6d854c6a6ba698eeff0,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,715e3cdc4c1c5da26a43fa9eb7da1f317671c00d259274e8905,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,7207c2cf3357c5b4ac6225c8917f9ea5746ea81057b43ce159e,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,723e660cfe84056e354e07e56b409c176fd63cfb5958fd9e4b0,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,72acf5cbc19227b660066be7be1b2cdab03c2bc36aac9c243d0,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,72fadec5a71fd5e7cf4c29abef5b612bf46431c059f08ee8627,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,739db8a11aa1d4c4d34784c248e56b5d6c8e1788022b48e15ce,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,7624fa88b6b244adb508a13e1701202d06b986104309901934e,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,766def74accd9dee81402870c05f992f9fe3fc955e4e41033a5,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,76c2e2dc2da61bab2fb7db8e96bd16f611d096a51d2e3ab49ab,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,781cfbc66ac1ba73d9447e4073bbfbb825ae318d818edd3865c,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,78de0eefd96342a917ed2a53da13a44242e61ffbf566250774e,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,78fc603f922750364a6556a28e3a978c34813e18228b17b4825,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,79eca06c09c4bd8856dce890b183cfba6599ea3d33d84db4bea,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,7fc13633d4253c0d4377b00c8adf38dfad4742a5a800de9664f,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,8131a33f0d1b45cb8ab2f5962b610de9c7fa2aa09aa08cbcea5,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,81c29bce177fcf05babd98bcc1816234f973f55c0797f3394f1,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,81c8fbd23319eba5fc07442b0ac45e6bc3276cc9cf8167f6075,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,8306b2eb1eecca3f974c8e5bfa3b6e7454668506b16c0d01e85,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,83748073d73e8e6b65c855906a02a26bc364b2288d7965f6b71,Deployment,c6g.8xlarge,1
slos,ip-172-16-212-93.ec2.internal,8618792e08f0524d363c9496bb2c34d3f11616128e930089368,Deployment,c6g.8xlarge,1
