name,timestamp,value,resource,__replica__,unit,instance,cluster,namespace,node,job,pod,container
kube_pod_container_resource_requests,1730160069,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-beta-opentelemetry-collector-55fcc786c6-jnzpp,istio-proxy
kube_pod_container_resource_requests,1730160669,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-beta-opentelemetry-collector-55fcc786c6-jnzpp,istio-proxy
kube_pod_container_resource_requests,1730160069,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-beta-opentelemetry-collector-55fcc786c6-jnzpp,istio-proxy
kube_pod_container_resource_requests,1730160669,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-beta-opentelemetry-collector-55fcc786c6-jnzpp,istio-proxy
kube_pod_container_resource_requests,1730160069,1.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-beta-opentelemetry-collector-55fcc786c6-jnzpp,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,1.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-beta-opentelemetry-collector-55fcc786c6-jnzpp,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,1073741824.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-beta-opentelemetry-collector-55fcc786c6-jnzpp,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,1073741824.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-beta-opentelemetry-collector-55fcc786c6-jnzpp,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-6xj6v,istio-proxy
kube_pod_container_resource_requests,1730160669,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-6xj6v,istio-proxy
kube_pod_container_resource_requests,1730160069,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-6xj6v,istio-proxy
kube_pod_container_resource_requests,1730160669,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-6xj6v,istio-proxy
kube_pod_container_resource_requests,1730160069,2.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-6xj6v,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,2.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-6xj6v,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,3221225472.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-6xj6v,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,3221225472.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-6xj6v,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-9gk2n,istio-proxy
kube_pod_container_resource_requests,1730160669,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-9gk2n,istio-proxy
kube_pod_container_resource_requests,1730160069,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-9gk2n,istio-proxy
kube_pod_container_resource_requests,1730160669,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-9gk2n,istio-proxy
kube_pod_container_resource_requests,1730160069,2.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-9gk2n,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,2.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-9gk2n,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,3221225472.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-9gk2n,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,3221225472.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-9gk2n,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-jcnxm,istio-proxy
kube_pod_container_resource_requests,1730160669,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-jcnxm,istio-proxy
kube_pod_container_resource_requests,1730160069,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-jcnxm,istio-proxy
kube_pod_container_resource_requests,1730160669,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-jcnxm,istio-proxy
kube_pod_container_resource_requests,1730160069,2.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-jcnxm,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,2.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-jcnxm,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,3221225472.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-jcnxm,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,3221225472.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-62-185.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-jcnxm,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-s68np,istio-proxy
kube_pod_container_resource_requests,1730160669,0.1,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-s68np,istio-proxy
kube_pod_container_resource_requests,1730160069,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-s68np,istio-proxy
kube_pod_container_resource_requests,1730160669,134217728.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-s68np,istio-proxy
kube_pod_container_resource_requests,1730160069,2.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-s68np,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,2.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-s68np,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,3221225472.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-s68np,opentelemetry-collector
kube_pod_container_resource_requests,1730160669,3221225472.0,memory,prd-ti-o11y-eks-use1-ob3,byte,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,ip-172-16-59-148.ec2.internal,kube-state-metrics,otel-o11y-ob3-af-stable-opentelemetry-collector-7f69d9fcc-s68np,opentelemetry-collector
kube_pod_container_resource_requests,1730160069,14.0,cpu,prd-ti-o11y-eks-use1-ob3,core,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,clickhouse,ip-172-16-57-199.ec2.internal,kube-state-metrics,chi-clickhouse-signoz-ch-cluster-0-0-0,clickhouse
