,name,timestamp,value,__replica__,replicaset,owner_is_controller,owner_name,instance,cluster,namespace,job,owner_kind
45,kube_replicaset_owner,1730163069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-7c64df8c,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
46,kube_replicaset_owner,1730163669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-7c64df8c,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
47,kube_replicaset_owner,1730164269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-7c64df8c,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
48,kube_replicaset_owner,1730160069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-87b578fcc,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
49,kube_replicaset_owner,1730160669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-87b578fcc,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
50,kube_replicaset_owner,1730161269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-87b578fcc,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
51,kube_replicaset_owner,1730161869,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-87b578fcc,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
52,kube_replicaset_owner,1730162469,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-87b578fcc,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
53,kube_replicaset_owner,1730163069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-87b578fcc,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
54,kube_replicaset_owner,1730163669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-87b578fcc,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
55,kube_replicaset_owner,1730164269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-beta-opentelemetry-collector-87b578fcc,True,otel-o11y-ob3-af-beta-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
56,kube_replicaset_owner,1730160069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-546468b7b6,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
57,kube_replicaset_owner,1730160669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-546468b7b6,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
58,kube_replicaset_owner,1730161269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-546468b7b6,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
59,kube_replicaset_owner,1730161869,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-546468b7b6,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
60,kube_replicaset_owner,1730162469,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-546468b7b6,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
61,kube_replicaset_owner,1730163069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-546468b7b6,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
62,kube_replicaset_owner,1730163669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-546468b7b6,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
63,kube_replicaset_owner,1730164269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-546468b7b6,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
64,kube_replicaset_owner,1730160069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-57fcc4dd88,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
65,kube_replicaset_owner,1730160669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-57fcc4dd88,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
66,kube_replicaset_owner,1730161269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-57fcc4dd88,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
67,kube_replicaset_owner,1730161869,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-57fcc4dd88,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
68,kube_replicaset_owner,1730162469,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-57fcc4dd88,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
69,kube_replicaset_owner,1730163069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-57fcc4dd88,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
70,kube_replicaset_owner,1730163669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-57fcc4dd88,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
71,kube_replicaset_owner,1730164269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-57fcc4dd88,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
72,kube_replicaset_owner,1730160069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-5bfff6474f,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
73,kube_replicaset_owner,1730160669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-5bfff6474f,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
74,kube_replicaset_owner,1730161269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-5bfff6474f,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
75,kube_replicaset_owner,1730161869,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-5bfff6474f,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
76,kube_replicaset_owner,1730162469,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-5bfff6474f,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
77,kube_replicaset_owner,1730163069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-5bfff6474f,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
78,kube_replicaset_owner,1730163669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-5bfff6474f,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
79,kube_replicaset_owner,1730164269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-5bfff6474f,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
80,kube_replicaset_owner,1730160069,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-6856f987b,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
81,kube_replicaset_owner,1730160669,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-6856f987b,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
82,kube_replicaset_owner,1730161269,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-6856f987b,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
83,kube_replicaset_owner,1730161869,1,prd-ti-o11y-eks-use1-ob3,otel-o11y-ob3-af-stable-opentelemetry-collector-6856f987b,True,otel-o11y-ob3-af-stable-opentelemetry-collector,o11y-kube-state-metrics:8080,prd-ti-o11y-eks-use1-ob3,activity-flow,kube-state-metrics,Deployment
